FUSION_ID,BOTH_EXACT,BOTH_INEXACT_EQUAL,SAM_A_ONLY_EXACT,SAM_B_ONLY_EXACT,SAM_A_EXACT_SAM_B_INEXACT,SAM_B_EXACT_SAM_A_INEXACT,SAM_A_ONLY_SINGLE_INEXACT,SAM_B_ONLY_SINGLE_INEXACT,SAM_A_INEXACT_BETTER,SAM_B_INEXACT_BETTER
Tpr_TRINITY_DN11724_c1_g2|Tdu_TRINITY_DN21338_c2_g13,4,0,9,0,0,0,0,0,0,0
Tpr_TRINITY_DN13550_c0_g1|Tdu_TRINITY_DN10834_c0_g2,3,0,11,9,0,3,0,1,0,0
Tpr_TRINITY_DN12213_c3_g2|Tdu_TRINITY_DN20464_c3_g1,10,0,0,1,2,0,0,0,1,0
Tpr_TRINITY_DN12084_c0_g4|Tdu_TRINITY_DN17897_c3_g2,379,91,288,275,19,3,15,361,4,6
Tpr_TRINITY_DN11948_c3_g2|Tdu_TRINITY_DN22503_c2_g3,88,9,0,0,0,35,0,0,2,3
Tpr_TRINITY_DN14174_c0_g2|Tdu_TRINITY_DN17554_c1_g2,34,6,0,3,1,2,1,0,0,1
Tpr_TRINITY_DN10830_c0_g2|Tdu_TRINITY_DN16824_c0_g5,34,5,27,1,13,0,10,0,1,3
Tpr_TRINITY_DN6122_c0_g1|Tdu_TRINITY_DN37846_c0_g1,8,1,1,0,8,0,2,0,0,1
Tpr_TRINITY_DN14771_c8_g6|Tdu_TRINITY_DN18489_c3_g2,23,4,51,0,1,0,0,0,4,0
Tpr_TRINITY_DN6898_c0_g1|Tdu_TRINITY_DN23300_c5_g1,0,0,0,0,0,0,0,0,0,0
Tpr_TRINITY_DN15533_c2_g1|Tdu_TRINITY_DN18838_c2_g6,27,3,7,0,2,0,8,0,5,1
Tpr_TRINITY_DN7374_c0_g1|Tdu_TRINITY_DN16956_c0_g1,1,0,0,0,0,0,0,0,0,0
Tpr_TRINITY_DN10973_c0_g8|Tdu_TRINITY_DN17701_c3_g1,2,1,4,1,0,0,2,0,0,0
Tpr_TRINITY_DN14760_c2_g1|Tdu_TRINITY_DN21911_c2_g4,38,18,4,0,7,2,0,0,1,0
Tpr_TRINITY_DN14126_c1_g9|Tdu_TRINITY_DN18292_c6_g2,11,2,0,0,2,0,0,0,0,0
Tpr_TRINITY_DN13112_c3_g9|Tdu_TRINITY_DN25069_c2_g1,431,40,4,0,0,81,11,334,0,12
Tpr_TRINITY_DN12978_c2_g1|Tdu_TRINITY_DN21592_c2_g3,81,7,108,17,11,0,15,8,5,12
Tpr_TRINITY_DN8856_c0_g2|Tdu_TRINITY_DN31369_c0_g1,0,0,0,0,0,0,0,0,0,0
Tpr_TRINITY_DN11038_c4_g8|Tdu_TRINITY_DN22686_c1_g3,998,163,221,227,76,52,236,2,21,14
Tpr_TRINITY_DN12777_c3_g7|Tdu_TRINITY_DN15942_c0_g1,10,1,4,0,0,0,2,0,0,0
Tpr_TRINITY_DN14647_c0_g2|Tdu_TRINITY_DN20553_c6_g1,72,5,2,130,1,8,2,52,2,1
Tpr_TRINITY_DN5457_c0_g1|Tdu_TRINITY_DN13606_c0_g1,7,0,0,0,2,0,1,0,0,0
Tpr_TRINITY_DN13580_c5_g3|Tdu_TRINITY_DN23865_c0_g1,2,0,0,3,0,0,2,0,0,0
Tpr_TRINITY_DN15229_c3_g5|Tdu_TRINITY_DN20036_c5_g3,15,0,26,0,9,0,2,0,0,0
Tpr_TRINITY_DN13095_c0_g1|Tdu_TRINITY_DN20734_c1_g6,157,59,36,0,28,0,6,0,0,0
Tpr_TRINITY_DN15264_c1_g3|Tdu_TRINITY_DN20127_c1_g1,61,7,14,0,12,0,3,1,8,9
Tpr_TRINITY_DN10832_c8_g3|Tdu_TRINITY_DN14158_c0_g1,2,0,0,0,0,0,0,0,0,0
Tpr_TRINITY_DN11065_c1_g2|Tdu_TRINITY_DN15155_c1_g1,32,2,99,0,19,1,11,4,12,3
Tpr_TRINITY_DN12901_c5_g2|Tdu_TRINITY_DN16338_c0_g1,0,0,6,0,0,0,1,0,0,0
Tpr_TRINITY_DN14945_c4_g4|Tdu_TRINITY_DN17045_c0_g1,2,0,0,0,0,0,0,0,0,0
Tpr_TRINITY_DN10529_c1_g1|Tdu_TRINITY_DN18426_c5_g1,840,132,0,939,189,91,32,263,170,70
Tpr_TRINITY_DN16445_c0_g1|Tdu_TRINITY_DN14128_c0_g1,0,0,0,0,0,0,0,0,0,0
Tpr_TRINITY_DN15101_c2_g1|Tdu_TRINITY_DN20083_c6_g1,121,23,5,64,0,6,27,78,10,12
Tpr_TRINITY_DN39224_c0_g1|Tdu_TRINITY_DN12511_c0_g1,0,0,0,0,0,0,0,0,0,0
Tpr_TRINITY_DN7668_c0_g1|Tdu_TRINITY_DN17508_c2_g1,32,2,26,41,0,1,4,18,7,1
Tpr_TRINITY_DN15525_c1_g1|Tdu_TRINITY_DN21784_c0_g1,237,3,26,1,10,0,5,2,54,8
Tpr_TRINITY_DN12549_c2_g5|Tdu_TRINITY_DN18027_c1_g4,22,2,99,0,1,0,10,3,3,1
Tpr_TRINITY_DN13493_c0_g1|Tdu_TRINITY_DN16799_c0_g1,86,35,3,0,4,2,2,0,3,1
Tpr_TRINITY_DN15177_c0_g1|Tdu_TRINITY_DN17578_c7_g2,2,1,43,1,1,0,22,30,1,1
Tpr_TRINITY_DN13767_c0_g1|Tdu_TRINITY_DN21451_c4_g5,317,13,0,21,160,0,5,355,32,36
