"","Tdu_4","Tdu_5","Tdu_6","Tpr_1","Tpr_2","Tpr_3","Tms_1","Tms_2","Tms_3"
"Tpr_TRINITY_DN13493_c0_g1|Tdu_TRINITY_DN16799_c0_g1",138,140,87,154,153,98,123,97,213
"Tpr_TRINITY_DN15177_c0_g1|Tdu_TRINITY_DN17578_c7_g2",9,5,3,4,5,11,3,4,1
"Tpr_TRINITY_DN13767_c0_g1|Tdu_TRINITY_DN21451_c4_g5",424,567,490,109,211,68,70,167,189
"Tpr_TRINITY_DN12896_c9_g2|Tdu_TRINITY_DN20213_c4_g1",23,26,28,3,5,4,6,6,17
"Tpr_TRINITY_DN10598_c0_g2|Tdu_TRINITY_DN20372_c2_g1",38,40,65,33,70,55,23,27,16
"Tpr_TRINITY_DN13626_c1_g2|Tdu_TRINITY_DN21923_c4_g1",7,1,12,9,8,2,26,6,16
"Tpr_TRINITY_DN14780_c1_g2|Tdu_TRINITY_DN18435_c0_g1",1,14,5,5,11,4,5,7,10
"Tpr_TRINITY_DN10137_c3_g4|Tdu_TRINITY_DN21232_c7_g10",54,27,43,53,86,44,37,31,53
"Tpr_TRINITY_DN11304_c3_g5|Tdu_TRINITY_DN17200_c4_g1",201,327,329,194,378,208,149,119,189
"Tpr_TRINITY_DN12899_c5_g2|Tdu_TRINITY_DN19461_c3_g2",160,179,220,91,281,172,94,77,105
"Tpr_TRINITY_DN10528_c5_g2|Tdu_TRINITY_DN18934_c1_g1",1108,1933,978,1474,2471,1184,1343,496,1125
"Tpr_TRINITY_DN15775_c2_g6|Tdu_TRINITY_DN19323_c3_g1",174,199,166,87,122,78,92,66,132
"Tpr_TRINITY_DN10622_c0_g1|Tdu_TRINITY_DN25400_c4_g11",1,6,3,8,15,8,11,6,20
"Tpr_TRINITY_DN11161_c2_g1|Tdu_TRINITY_DN19799_c7_g5",432,514,505,206,310,159,160,123,234
"Tpr_TRINITY_DN10235_c3_g1|Tdu_TRINITY_DN17318_c2_g1",24,27,37,28,95,47,39,19,5
"Tpr_TRINITY_DN10406_c6_g1|Tdu_TRINITY_DN19667_c1_g4",1,3,2,3,5,2,4,0,3
"Tpr_TRINITY_DN12896_c8_g2|Tdu_TRINITY_DN4168_c0_g1",23,17,30,10,18,4,10,11,5
"Tpr_TRINITY_DN11460_c3_g5|Tdu_TRINITY_DN16979_c0_g2",107,162,100,48,96,51,42,42,73
"Tpr_TRINITY_DN15959_c2_g2|Tdu_TRINITY_DN25051_c1_g1",41,38,37,27,64,31,30,33,75
"Tpr_TRINITY_DN10562_c6_g1|Tdu_TRINITY_DN17925_c2_g1",6,16,13,8,22,14,7,9,9
"Tpr_TRINITY_DN14682_c5_g11|Tdu_TRINITY_DN19228_c2_g5",85,52,42,62,74,42,28,33,110
